region,epiweek,week_end_date,wILI,confirmed_cases,uci_beds,death,recovered,hosp_rate,hospitalization,cli_er_visit,ili_er_visit,negative_cases,people_tested,emergency_facility_reporting,num_provider,kinsa_cases,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,historical_endogeneous
X,48,2019-11-30,3.4149,0.0,0.0,0.0,0.0,0.0,0.0,0.039215686274509776,0.31707317073170727,0.0,0.0,0.0,0.9775,0.4552741278071242,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.5792490317055092,0.8260323559455593,0.8346444026261084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4149
X,49,2019-12-07,3.2579,0.0,0.0,0.0,0.0,0.0,0.0,0.019607843137254832,0.26829268292682923,0.0,0.0,0.0351758793969843,0.9849999999999994,0.5433461774708184,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.5831440639051304,0.8326973124276411,0.8410172066471828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2579
X,50,2019-12-14,3.9430099999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.039215686274509776,0.31707317073170727,0.0,0.0,0.030150753768843686,0.8899999999999997,0.6140034161329452,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.58603545845343,0.8113923720530865,0.8195115156068307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9430099999999997
X,51,2019-12-21,5.06418,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.4146341463414633,0.0,0.0,0.05527638190954676,0.8099999999999996,0.6850462360322442,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.6017458618133902,0.813123846054314,0.8202830934380816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06418
X,52,2019-12-28,7.0613399999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254888,0.5609756097560974,0.0,0.0,0.05527638190954676,0.7874999999999996,0.7522092494782217,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.6179362595734168,0.8148394291322882,0.8252287930261466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0613399999999995
X,1,2020-01-04,5.90076,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352933,0.43902439024390233,0.0,0.0,0.2311557788944718,0.9199999999999999,0.8535258312939111,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.5765132174915588,0.8326729491980154,0.842696103651631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90076
X,2,2020-01-11,4.94029,0.0,0.0,0.0,0.0,0.0,0.0,0.019607843137254832,0.31707317073170727,0.0,0.0,0.25125628140703427,1.0,0.8779381926662067,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.4657168739191304,0.851468226607117,0.8591297031905678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94029
X,3,2020-01-18,5.33225,6.464987781173094e-06,0.0,0.0,0.0,0.0,0.0,0.019607843137254832,0.3414634146341463,0.0,0.0,0.2311557788944718,0.9749999999999996,0.8710739467897318,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.6236514864531004,0.8726870515210248,0.879254031362261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33225
X,4,2020-01-25,6.07825,1.077497963528849e-05,0.0,0.0,0.0,0.0,0.0,0.039215686274509776,0.39024390243902435,0.0,0.0,0.36683417085427195,0.9824999999999999,0.853904785949621,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.6104092893024786,0.6835627300066548,0.690477369560927,0.7198729543888496,0.7280488191752937,0.7401082816711431,0.7407843594104269,0.758082349951344,0.7554149383789768,0.75926971211958,0.7467107338481846,0.7201990675692183,0.7298824731527551,0.7439360642327064,0.744595685445348,0.7566697677164671,0.7540503648270305,0.7559317225306461,0.7439633686572602,0.7572774657242721,0.7485462623593516,0.7375978752800193,0.7448371026630397,0.7452891935186258,0.7500423752393294,0.7609732409621124,0.7571957106636866,6.07825
X,5,2020-02-01,6.74757,8.619983708230792e-06,0.0,0.0,0.0,0.0,0.0,0.09803921568627444,0.4634146341463414,0.0,0.0,0.40703517587939686,0.9749999999999996,0.8406564412697884,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.6062752202915258,0.8235126894589955,0.8249125600331668,0.8360494324831729,0.856503488289226,0.8481747531499209,0.8549235934610897,0.8639848090927215,0.8638698375717369,0.8527479356265131,0.8397766748213767,0.8347833389286081,0.8558196461470255,0.8514186163453376,0.8582973037684187,0.8624795676193101,0.8627554195883589,0.8463364108797073,0.8335889770731841,0.8620315529447015,0.8579244515110713,0.8466190484489947,0.864536911624279,0.8540888891230378,0.8674475520974746,0.8577163023028676,0.8562939235723914,6.74757
X,6,2020-02-08,6.8026,6.464987781173094e-06,0.0,0.0,0.0,0.0,0.0,0.09803921568627444,0.4634146341463414,0.0,0.0,0.4271356783919593,1.0,0.8240557896367687,0.8333333333333334,0.5818965517241379,0.25538971807628524,0.9311224489795917,0.9415041782729805,0.04929577464788733,0.7117186856625215,0.8251329284037097,0.8549029899659051,0.8509543752711533,0.8882014818403626,0.8554019748400449,0.8785566184262882,0.8623166705341521,0.878206525940908,0.8478084815306046,0.8506796017718333,0.8499733359252772,0.8853949426618768,0.8569359889954224,0.8799855724516031,0.8618452945224085,0.8781415142158053,0.8465582193773578,0.850511047888417,0.8605354608724262,0.8734748364407795,0.8628725826588561,0.8982061942797953,0.85860165338167,0.8878608582614699,0.8596480607817337,0.874706312742753,6.8026
X,7,2020-02-15,6.11345,3.2324938905865474e-05,0.0,0.0,0.0,0.0,0.0,0.05882352941176472,0.39024390243902435,0.0,0.0,0.5276381909547716,0.9074999999999998,1.0000000000000002,0.8494623655913979,0.5905172413793103,0.2802653399668325,0.9387755102040816,0.947075208913649,0.04225352112676057,0.7312690438936011,0.9396740687888037,0.9474999681893785,0.9149252945517999,0.9349841448581702,0.9366629193442844,0.9459374379925817,0.9583498021558402,0.9629458572060197,0.9715280656335721,0.9708881389693532,0.9212414871384642,0.9390052017190347,0.941377552496937,0.9514000454478121,0.9569774435881794,0.963175166163673,0.9609150462484686,0.9607387260342505,0.9708237727011975,0.9769087980865192,0.9404826014352408,0.9593232970142674,0.947132766004395,0.9626466000199498,0.9628737290127979,0.9682835010790116,6.11345
X,8,2020-02-22,5.52533,8.619983708230792e-05,0.0,0.0003462603878116344,0.0,0.0,0.0,0.019607843137254832,0.3414634146341463,4.6878296130196656e-06,7.519156393619243e-06,0.522613065326631,0.9474999999999998,1.0000000000000002,0.9005376344086022,0.5862068965517241,0.40298507462686567,0.933673469387755,0.8885793871866295,0.08450704225352113,0.7427653792308324,0.9642398920661959,0.9577313000317675,0.9247235648513378,0.923448991473486,0.9433499495444118,0.940118047827028,0.9676348073195591,0.9642955019471264,0.9999999999999999,1.0,0.916013843108435,0.9140917388741744,0.9480759790020621,0.9454073014914298,0.9703489801066968,0.9687577379898444,1.0,1.0,1.0,1.0,0.9551551694648113,0.9530033011827058,0.9608775300849647,0.9599945814710085,0.9817634120742862,0.9801483986717607,5.52533
X,9,2020-02-29,5.124680000000001,0.0007693335459595983,0.0,0.0015235457063711912,0.0,0.0,0.00022010271460014673,0.0,0.31707317073170727,0.0006463345078950864,0.0006992815446065897,0.5577889447236188,0.8499999999999996,0.8367527170924816,0.9623655913978495,0.6681034482758621,0.40298507462686567,0.9999999999999999,0.9888579387186629,0.014084507042253523,0.7534546652392322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9820059116330778,0.9767622362918114,1.0,1.0,1.0,1.0,1.0,1.0,0.9725195722254053,0.9659862551689051,0.9991680099349376,0.9969741100366655,1.0,1.0,1.0,1.0,1.0,1.0,5.124680000000001
