date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits,target_death,target_hosp
5/30/20,22,MO,29,0.6478833851854442,0.3302803607634762,0.5929229419505775,0.689419298500946,0.33579335793357934,0.6108193277310925,0.6587409387912669,0.7014855424032709,0.5997693086931706,0.8042875942173482,0.704225125759491,0.7591243580382796,0.6826011791684197,0.6956925480330933,0.6280398518040486,0.5204755775977697,0.47677983011331926,0.8408701209360155,0.758318094034082,0.7849505165642487,0.7062576246436915,0.6960494433185738,0.6232888891618475,0.48313479659875425,0.4400583555164853,0.5113772790179633,0.45651513459936693,0.5854380529448775,0.5124524081492599,0.6465164300137023,0.5900506944313958,0.6958568057300988,0.6243841588186274,0.027504846952540365,,0.039470250521920665,0.37811888067715244,0.06930302987150459,0.34519774011299437,0.0,0.0,0.247906880991359,0.4534161468114659,0.47523219806118144,0.1902834008097166,0.2466136554298818,0.0,0.31229180541263035,0.31818181818181834,0.15873015873015872,47,435.6445313
6/6/20,23,MO,29,0.6392491348271403,0.29336502831573796,0.6556514110250036,0.5782273322660457,0.22110993387161593,0.6113445378151261,0.6864357100985118,0.6719486750074684,0.5790834617458538,0.7577919984741921,0.6700792689227625,0.7194422308126218,0.650786373883288,0.6734962058173943,0.6109008903426205,0.5149934328321448,0.4726379456148655,0.7820278783869302,0.71320202184093,0.7495382078591903,0.6798593301791543,0.6730675745708066,0.6043939667140368,0.4797268865437535,0.4374838388257112,0.5063943311424289,0.45348967028114046,0.5563116276833926,0.4895553235041879,0.6176866072662073,0.5694255416418,0.6693810714162397,0.6033236827208088,0.016163399863103,,0.048277661795407094,0.4543301118059504,0.41098595426949386,0.31186440677966104,0.0,0.0,0.25503899689346954,0.2826086967661352,0.34210526322633206,0.145748987854251,0.30562674789906724,0.0,0.42003743905805263,0.3636363636363642,0.06349206349206349,36,448.17773439999996
6/13/20,24,MO,29,0.6900408990806447,0.3611829686079844,0.8107910513232928,0.8029398923009751,0.4274231851229403,0.49474789915966383,0.784918717204501,0.7965565959002416,0.6549516845541736,0.875826681479337,0.7434826473551658,0.8370478938079546,0.7252119481346344,0.800138249865082,0.6941861331682533,0.6397647108151777,0.5651134195653501,0.9104954934761634,0.7964473277987355,0.8750305017367934,0.7566104734918034,0.795784118074591,0.686035673498427,0.5930168216351128,0.5209491634687089,0.6133335747294052,0.5288131016068864,0.6785481529189705,0.577007371536671,0.7325620418182774,0.6495190042834978,0.792573395554322,0.6853549048127967,0.00954491799452565,,0.04462421711899791,0.4038805718737498,0.0,0.268361581920904,0.0,0.0,0.21106984123737066,0.026397517039755236,0.1238390093225757,0.15789473684210525,0.23160530913588198,0.0,0.2505653921659487,0.31818181818181834,0.06349206349206349,39,370.9111328
6/20/20,25,MO,29,0.6914042017687979,0.333636300076907,0.8507091680070185,0.7917333721437927,0.4285923057250374,0.47610294117647056,0.8688037059807553,0.848175108416483,0.7057527305051747,0.9191046328996031,0.7832063629773408,0.889455961783659,0.7747814827143544,0.8528037493162564,0.7489898971003015,0.6999535115765849,0.6252343341313187,0.9466279596751866,0.8342041705539557,0.9182512550609876,0.7996066891272356,0.8570150107117409,0.7442647576877335,0.6551637784307043,0.5824045514550931,0.6643897844317403,0.5801545582800418,0.7185681000923552,0.6116264185107334,0.784857651779187,0.7069827718672375,0.8473501029452034,0.7394207489149893,0.025070320939521173,,0.058063674321503125,0.4162613437769777,0.0,0.26045197740112996,0.0,0.0,0.1306240305895563,0.2531055881162958,0.37306501552214627,0.3481781376518219,0.18323167876854782,0.0,0.1977157932595959,0.5,0.0,86,229.54443360000002
6/27/20,26,MO,29,0.7177613870730941,0.368943578270293,0.9999999999999999,0.8451462669189347,0.42252749260165867,0.4254201680672269,0.9341158976851919,0.9024056476303011,0.7482700972174907,0.9691921869731301,0.813917791000038,0.951620979710714,0.8219963545281275,0.9132306355257171,0.7971071676276846,0.7518404416444207,0.668044833777035,1.0,0.8721862225467266,0.9834929521654796,0.8479532382085325,0.907250954500775,0.7840139551813208,0.712700900676687,0.6273463207268428,0.7207854714676896,0.6253686696705816,0.7847482397863794,0.6546928375890537,0.8311225565894835,0.7467217540622362,0.9039161089427578,0.7832774875402877,0.02196747670670664,,0.08712813152400835,0.436948602952014,0.9947737920624298,0.26101694915254237,0.0,0.0,0.3216472300584853,0.14285714418810969,0.2631578947930585,0.1659919028340081,0.3530144487019847,0.0,0.40191029875453355,0.40909090909090917,0.06349206349206349,41,565.2277832000001
7/4/20,27,MO,29,0.6986751494389486,0.3347549465147172,0.9592045620704781,0.911366613302285,0.41174966205107594,0.4309348739495798,0.9676727527487455,0.8323124034896676,0.6950086072111059,0.9039424886942036,0.764411173037144,0.8773122024665858,0.7613462318128985,0.8438799590313428,0.7393804580872392,0.6893648238769,0.6136169926926187,0.9279519157175714,0.8175447432586523,0.9075611712411282,0.7868997224686906,0.8397240641253227,0.7268116646445868,0.65449698457314,0.576514693137679,0.6702666031512846,0.584500396948475,0.7227220595998909,0.6042576767759509,0.7820110315139055,0.7079517547804606,0.8337161882934115,0.7247857610248338,0.03346062099741018,,0.09635960334029227,0.5686838060345736,0.0,0.20847457627118646,0.0,0.0,0.2602790931493087,0.0,0.09752321982933795,0.145748987854251,0.34997237516761026,0.0,0.42572384886878145,0.40909090909090917,0.09523809523809523,36,457.38610839999996
7/11/20,28,MO,29,0.7196490369489985,0.4368314339649025,0.8012867378271676,0.8826953864066366,0.22808812246538301,0.4684873949579832,0.933272329534894,0.7633662502752474,0.6218453950856548,0.8356608755064732,0.6899421892843377,0.8068808440542474,0.6862751367400755,0.7675982736759432,0.6569695911931019,0.6380736229435543,0.5604495017049688,0.8585192639614966,0.7398588238077853,0.8382161037666209,0.7128694530924152,0.7677011370742017,0.649082713410664,0.6004352995434102,0.5207030269088081,0.6171325845979587,0.5323617915530419,0.6630311323094438,0.5397207729761491,0.7214740871518115,0.6512669697198324,0.7660964668545979,0.6510547101054902,0.0073492177593194475,,0.12780532359081417,0.6145221401048576,0.7889722740412686,0.28926553672316385,0.0,0.0,0.37233841467083323,0.2500000011645964,0.34674922607534814,0.1659919028340081,0.3624285665583847,0.0,0.3736084367954251,0.5,0.12698412698412692,41,654.3069458
7/18/20,29,MO,29,0.6942007201034712,0.3244074669649724,0.837549349320076,0.8378693057779071,0.3439406671294435,0.4698004201680672,0.996883087173475,0.7208246174075885,0.6028269555741563,0.7894218176242795,0.6672154297206528,0.7572702061651069,0.6603547783364978,0.7203546042090263,0.6308482295935045,0.6093951329802011,0.541767120569801,0.8072193444008283,0.7106673968009304,0.7854600185982303,0.6858683533491584,0.715983828700963,0.6187748355714715,0.5825866028471104,0.5126337292572495,0.5932873552191791,0.5178514550209452,0.6400072276066497,0.52989796977986,0.6855321385394528,0.6283802209212368,0.7213002649147847,0.6261123805353213,0.06285653887086047,,0.16685151356993735,0.7496999557829576,0.5025181683114269,0.33163841807909605,0.0,0.0,0.31175629220003265,0.2515527946404461,0.3390092879781748,0.18218623481781376,0.3385387710908784,0.0,0.4019859481143877,0.45454545454545503,0.1746031746031746,45,547.8465271000001
7/25/20,30,MO,29,0.6741357010521901,0.3101447248828917,0.8564117561046936,0.7719400378401979,0.37437433780278395,0.478203781512605,0.9877182196422701,0.7383582085921663,0.6087842060496398,0.7903835847746992,0.6588977845025419,0.7686756307852063,0.6599652800022136,0.7482133746911321,0.645891499927346,0.6359402279970556,0.5557449764241714,0.8151678108035937,0.7099152909044201,0.7975844030511323,0.6857057585187346,0.7400110983390555,0.6301966194690247,0.6059058105205549,0.5229081557857791,0.6203623543139438,0.5301368051524176,0.6601619979333897,0.537268001485186,0.7019343743408895,0.6249584016465175,0.7394002054778012,0.6327648101320087,0.04703267327922324,,0.27599817327766174,0.6357147369085971,0.4731355823590562,0.4225988700564972,0.0,0.0,0.4456158573672592,0.2624223582881644,0.32198142418296927,0.2591093117408907,0.358053166321319,0.0,0.3613927633373051,0.5909090909090917,0.1746031746031746,64,783.0767365
8/1/20,31,MO,29,0.6481280805397281,0.3011256379780466,0.7382658283374762,0.7380293989230098,0.37017281063899743,0.48608193277310924,0.9731916901388314,0.7094432467989933,0.5928449596487628,0.763623559454969,0.6426904362752611,0.7435041403848415,0.6393241936483403,0.7204274113413636,0.6220272153679836,0.6195229680813212,0.5420699028150787,0.7724526043145924,0.67933063701961,0.7719019726267284,0.6673819233330448,0.7205877163313705,0.6140283619599245,0.5899825962748597,0.5082094922933933,0.605300415060168,0.518065530022606,0.6360002450324562,0.5222244725041705,0.6931979541699054,0.6220371456485572,0.7139686901517673,0.6120792075879116,0.03419573415076687,,0.34410882045929014,0.6998399764175773,0.5458325619811173,0.488135593220339,0.0,0.0,0.23926693491372014,0.638198756772983,0.7569659443896232,0.3076923076923077,0.2726489486317553,0.0,0.29792456915416526,0.5,0.19047619047619052,76,420.4616318
8/8/20,32,MO,29,0.6572517216065998,0.27022303013353843,0.6040356777306624,0.7453063600640373,0.3612217310291915,0.4992121848739495,0.9435238272258047,0.7334590658350035,0.6204944126452681,0.7975229606382124,0.6716082790746355,0.7811742505346446,0.6731436945393612,0.7564794948021878,0.6535354890756602,0.6424346798067688,0.5590204245190933,0.8058315760345304,0.7099027558061449,0.7992891769164645,0.6922909695915148,0.755270323263411,0.6426531618671101,0.6226753995897651,0.5347961930000461,0.6321801027877013,0.540855265633398,0.6409955464500285,0.527964088940029,0.7136205617428988,0.6406920935896903,0.7496031924414052,0.6428440547029612,0.020932957078907032,,0.1996672755741127,0.5250668519571305,0.4066141672481476,0.41016949152542376,0.0,0.0,0.4061758600525743,0.48913043402308976,0.6408668731642209,0.20647773279352227,0.3146673724569356,0.0,0.32019957270857324,0.5,0.1746031746031746,51,713.7691841
8/15/20,33,MO,29,0.7132869577376167,0.3169265189121164,0.8991080567334405,0.796827244942512,0.36414453253443424,0.41307773109243695,1.0,0.7764283529185143,0.6330948959125338,0.8487338850110795,0.6906361675716498,0.8325462287641647,0.6924621143109013,0.795824741097942,0.6665239203550408,0.6599467853423805,0.5603202962763719,0.8610262724300409,0.7314342518602649,0.852098180760738,0.7127099897179848,0.7900290602811499,0.6510317021100802,0.6443937122481886,0.5407256468806197,0.6532498259675397,0.5439053505123941,0.6825685357056106,0.5435788598767348,0.7465572856517066,0.6495528647947878,0.7890015303340349,0.6561220171391182,0.025102092548436785,,0.2941675365344467,0.7757248436611712,0.5219847248527311,0.43333333333333335,0.0,0.0,0.29256133862569,0.5201863361487788,0.6393188857026808,0.20647773279352227,0.3033135519534895,0.0,0.2982972865381718,0.5,0.14285714285714285,51,514.1154079
8/22/20,34,MO,29,0.703324361170343,0.26658742921065515,0.6743675976019885,0.7362829282491631,0.3746300829344927,0.4414390756302521,0.9837434409001874,0.7681485178688687,0.6303554789467392,0.8351021169155954,0.6759480009042306,0.8160876502822314,0.6773845756566796,0.7900956775681749,0.6599491634375159,0.6782702758650313,0.5764997836804351,0.8305799629660356,0.7052661778823403,0.8318466892274066,0.6920156423453306,0.7914790013794613,0.6512805316372876,0.6651579457352913,0.5580455220162676,0.6725169945185849,0.5577267758818225,0.6645352529811219,0.5215887320213044,0.7356919475061592,0.6345335819489711,0.7872310161596064,0.6537782169046962,0.0,,0.256393528183716,0.6463373549786284,0.42701584001443027,0.45310734463276836,0.0,0.0,0.37326902331683365,0.484472048937155,0.6315789474661887,0.29554655870445345,0.3297785683237132,0.0,0.3109142019014471,0.545454545454545,0.07936507936507936,73,655.9422959999999
8/29/20,35,MO,29,0.6276785402174293,0.16311263371320703,0.2653896768533411,0.62698297191093,0.6957728983230426,0.38235294117647056,0.9668291845984472,0.7586596214148196,0.6048820823359271,0.8392975173930386,0.6672834329518689,0.8161870650070808,0.6599185402020995,0.7812191700761013,0.634753343979815,0.6441071488522374,0.5349109086949029,0.8320350495660284,0.6900734979290327,0.8280756583677658,0.6723004771736732,0.7806424586211176,0.6259577849623479,0.6387152382558767,0.5249116473679161,0.6563262151274768,0.535432780681748,0.6372764557416508,0.491627338689721,0.6995808732683675,0.5886473431564426,0.7785793192738916,0.6308145851028109,0.0,,0.25877479123173275,0.5548080769797655,0.37479648168453833,0.45875706214689266,0.0,0.0,0.368765816966267,0.5776397506558393,0.7244582044465105,0.3117408906882591,0.39983722839845565,0.0,0.42800055345589055,0.6818181818181817,0.09523809523809523,77,648.0288519999999
9/5/20,36,MO,29,0.5976509245988745,0.1340977417325037,0.13189062728469075,0.5857953718527142,0.7116290964889846,0.3847163865546218,0.8720635964598734,0.6256706277192443,0.49532559624396205,0.6530116288598098,0.5247741615347692,0.6504108713975767,0.5278604670468714,0.6448925221321653,0.5236219528929082,0.5528695496135274,0.4588191897784536,0.6619739999705111,0.5543490875575207,0.65922954753893,0.5394315949697737,0.6394519783711254,0.5136874952558774,0.5420032212520066,0.44239551839704283,0.550084355387059,0.4440325877122962,0.5525689270768945,0.4174206007005831,0.5925962307601165,0.494913054314454,0.6304155355289619,0.5110107549205307,0.0,,0.32659185803757823,0.6628661065841283,0.42057920244554253,0.4423728813559322,0.0,0.0,0.34711699616384883,0.7034161479760623,0.8359133128228968,0.5668016194331984,0.5127875502638911,0.0,0.5847807239652058,0.7727272727272734,0.11111111111111116,140,609.985574
9/12/20,37,MO,29,0.6043276121229071,0.14752149898622668,0.13539991226787543,0.602386843254257,0.7096196704541302,0.3429621848739496,0.9009593800488983,0.6549553273935114,0.5553814810720321,0.7051995955924026,0.5874253259440031,0.6917917309204129,0.5851505562210615,0.680069455493659,0.5765240730447201,0.5943742117236152,0.5125436755969454,0.7165637258676419,0.6230004405594091,0.7013863031383716,0.5958747644031018,0.6822861547526387,0.5716784976646201,0.575306570363302,0.48931735858510494,0.5926446773655287,0.4991376609878853,0.6134540685384708,0.4847419059185784,0.6495085769799376,0.5692045421920571,0.6697680524365798,0.5657530104405648,0.0,,0.2913622129436325,0.6963131408839198,0.45750442637502436,0.38305084745762713,0.0,0.0,0.4182615242230666,0.4922360256331739,0.6114551086085844,0.24291497975708504,0.5493048091641527,0.0,0.5767254929885955,0.8181818181818183,0.11111111111111116,60,735.007213
9/19/20,38,MO,29,0.6165623798371028,0.15213591554219397,0.34785787395818096,0.6358608645029835,0.6109020496145555,0.3476890756302521,0.8776254271457372,0.6259587035683296,0.5246473073981406,0.6666670949435631,0.5427838610268967,0.6652739230285467,0.5518204280133248,0.6588891702842712,0.5485167411087839,0.5761381710419197,0.4863565943881124,0.6752639894959728,0.5741815848420522,0.6748891296219959,0.5637540954325667,0.6562599747263975,0.5386717838735628,0.5620692563283862,0.4679137244150269,0.5651711396261527,0.4674208042499733,0.567622257795414,0.43659149793314483,0.6197600677682449,0.5317484261300518,0.6468268316395857,0.534807450737959,0.0,,0.33866127348643005,0.8303223632956436,0.5418832386350152,0.0,0.0,0.0,0.3622031824982849,0.653726705506636,0.7910216717942758,0.39271255060728744,0.5306875413988719,0.0,0.5696967741285451,0.8636363636363633,0.11111111111111116,97,636.4963935
9/26/20,39,MO,29,0.7030796658160591,0.22240089491715026,0.9018862406784617,0.7685926357153252,0.49420919951773773,0.28807773109243695,0.8877053516535366,0.5769097071599534,0.46827063869341873,0.6199442269273674,0.4898036327007351,0.6164535894034908,0.4926113328667879,0.6052959029355396,0.4854217253549504,0.5309576835130881,0.43145159801780786,0.6257743644719386,0.5156994359487465,0.6244978957156964,0.5044728633443444,0.6055240307391081,0.4780576595495792,0.5184399279553012,0.4156179392639192,0.5176466798556703,0.4112987779375619,0.5334451223013994,0.39288041607569896,0.5554107171565656,0.45466158612745355,0.5979055466628099,0.47648540493698394,0.0,,0.3424451983298538,0.8006127218748027,0.5530334315917388,0.0,0.0,0.0,0.4454309515664384,0.42857142790594516,0.5386996904858669,0.9271255060728745,0.5926751244236779,0.0,0.5924246904987339,1.0,0.20634920634920628,229,782.7518032
10/3/20,40,MO,29,0.6657111895689867,0.20380339788855487,0.832285421845299,0.708193858244797,0.5026853238829418,0.3676470588235294,0.826682489526887,0.5847021183362768,0.44629844799462143,0.6235147714129168,0.4644687101460556,0.6130014650526672,0.46434805478137103,0.6053736266414687,0.4614864552625812,0.5345427604799434,0.4160490804011723,0.6387946342601855,0.4963404555226545,0.6243548619033468,0.4779980890892004,0.5993504557297604,0.4510118187787892,0.5216854337130975,0.39880885421199086,0.5243085060608441,0.3957854245351166,0.5391009691118722,0.37421432731583576,0.5669280739196978,0.4389448721307867,0.5981464868659901,0.45262262294654826,0.0,,0.29654879958246344,0.4347588065609669,1.0,0.0,0.0,0.0,0.4282865487522709,0.8260869536862003,0.9442724458118069,0.4979757085020243,0.5036491370613831,0.0,0.5200415131251677,0.8636363636363633,0.30158730158730157,123,752.6240984
