date,epiweek,region,fips,hospitalizedIncrease,death_jhu_cumulative,death_jhu_incidence
1/18/20,202003,IL,17,0,0,0
1/19/20,202004,IL,17,0,0,0
1/20/20,202004,IL,17,0,0,0
1/21/20,202004,IL,17,0,0,0
1/22/20,202004,IL,17,0,0,0
1/23/20,202004,IL,17,0,0,0
1/24/20,202004,IL,17,0,0,0
1/25/20,202004,IL,17,0,0,0
1/26/20,202005,IL,17,0,0,0
1/27/20,202005,IL,17,0,0,0
1/28/20,202005,IL,17,0,0,0
1/29/20,202005,IL,17,0,0,0
1/30/20,202005,IL,17,0,0,0
1/31/20,202005,IL,17,0,0,0
2/1/20,202005,IL,17,0,0,0
2/2/20,202006,IL,17,0,0,0
2/3/20,202006,IL,17,0,0,0
2/4/20,202006,IL,17,0,0,0
2/5/20,202006,IL,17,0,0,0
2/6/20,202006,IL,17,0,0,0
2/7/20,202006,IL,17,0,0,0
2/8/20,202006,IL,17,0,0,0
2/9/20,202007,IL,17,0,0,0
2/10/20,202007,IL,17,0,0,0
2/11/20,202007,IL,17,0,0,0
2/12/20,202007,IL,17,0,0,0
2/13/20,202007,IL,17,0,0,0
2/14/20,202007,IL,17,0,0,0
2/15/20,202007,IL,17,0,0,0
2/16/20,202008,IL,17,0,0,0
2/17/20,202008,IL,17,0,0,0
2/18/20,202008,IL,17,0,0,0
2/19/20,202008,IL,17,0,0,0
2/20/20,202008,IL,17,0,0,0
2/21/20,202008,IL,17,0,0,0
2/22/20,202008,IL,17,0,0,0
2/23/20,202009,IL,17,0,0,0
2/24/20,202009,IL,17,0,0,0
2/25/20,202009,IL,17,0,0,0
2/26/20,202009,IL,17,0,0,0
2/27/20,202009,IL,17,0,0,0
2/28/20,202009,IL,17,0,0,0
2/29/20,202009,IL,17,0,0,0
3/1/20,202010,IL,17,0,0,0
3/2/20,202010,IL,17,0,0,0
3/3/20,202010,IL,17,0,0,0
3/4/20,202010,IL,17,0,0,0
3/5/20,202010,IL,17,0,0,0
3/6/20,202010,IL,17,0,0,0
3/7/20,202010,IL,17,0,0,0
3/8/20,202011,IL,17,0,0,0
3/9/20,202011,IL,17,0,0,0
3/10/20,202011,IL,17,0,0,0
3/11/20,202011,IL,17,0,0,0
3/12/20,202011,IL,17,0,0,0
3/13/20,202011,IL,17,0,0,0
3/14/20,202011,IL,17,0,0,0
3/15/20,202012,IL,17,0,0,0
3/16/20,202012,IL,17,0,0,0
3/17/20,202012,IL,17,0,0,0
3/18/20,202012,IL,17,0,0,0
3/19/20,202012,IL,17,0,0,0
3/20/20,202012,IL,17,0,0,0
3/21/20,202012,IL,17,0,0,0
3/22/20,202013,IL,17,0,0,0
3/23/20,202013,IL,17,0,0,0
3/24/20,202013,IL,17,0,0,0
3/25/20,202013,IL,17,0,0,0
3/26/20,202013,IL,17,0,0,0
3/27/20,202013,IL,17,0,0,0
3/28/20,202013,IL,17,0,0,0
3/29/20,202014,IL,17,0,0,0
3/30/20,202014,IL,17,0,0,0
3/31/20,202014,IL,17,0,0,0
4/1/20,202014,IL,17,0,0,0
4/2/20,202014,IL,17,0,0,0
4/3/20,202014,IL,17,0,0,0
4/4/20,202014,IL,17,0,0,0
4/5/20,202015,IL,17,525.7142857,0,0
4/6/20,202015,IL,17,525.7142857,0,0
4/7/20,202015,IL,17,525.7142857,0,0
4/8/20,202015,IL,17,525.7142857,0,0
4/9/20,202015,IL,17,525.7142857,0,0
4/10/20,202015,IL,17,525.7142857,0,0
4/11/20,202015,IL,17,525.7142857,0,0
4/12/20,202016,IL,17,357.1428571,0,0
4/13/20,202016,IL,17,357.1428571,0,0
4/14/20,202016,IL,17,357.1428571,0,0
4/15/20,202016,IL,17,357.1428571,0,0
4/16/20,202016,IL,17,357.1428571,0,0
4/17/20,202016,IL,17,357.1428571,0,0
4/18/20,202016,IL,17,357.1428571,0,0
4/19/20,202017,IL,17,492.7142857,0,0
4/20/20,202017,IL,17,492.7142857,0,0
4/21/20,202017,IL,17,492.7142857,1,1
4/22/20,202017,IL,17,492.7142857,1,0
4/23/20,202017,IL,17,492.7142857,1,0
4/24/20,202017,IL,17,492.7142857,1,0
4/25/20,202017,IL,17,492.7142857,1,0
4/26/20,202018,IL,17,427.5,1,0
4/27/20,202018,IL,17,427.5,1,0
4/28/20,202018,IL,17,427.5,1,0
4/29/20,202018,IL,17,427.5,1,0
4/30/20,202018,IL,17,427.5,1,0
5/1/20,202018,IL,17,427.5,1,0
5/2/20,202018,IL,17,427.5,1,0
5/3/20,202019,IL,17,463.25,1,0
5/4/20,202019,IL,17,463.25,1,0
5/5/20,202019,IL,17,463.25,1,0
5/6/20,202019,IL,17,463.25,1,0
5/7/20,202019,IL,17,463.25,1,0
5/8/20,202019,IL,17,463.25,1,0
5/9/20,202019,IL,17,463.25,1,0
5/10/20,202020,IL,17,383.5178571,1,0
5/11/20,202020,IL,17,383.5178571,1,0
5/12/20,202020,IL,17,383.5178571,1,0
5/13/20,202020,IL,17,383.5178571,1,0
5/14/20,202020,IL,17,383.5178571,1,0
5/15/20,202020,IL,17,383.5178571,1,0
5/16/20,202020,IL,17,383.5178571,1,0
5/17/20,202021,IL,17,344.3839286,1,0
5/18/20,202021,IL,17,344.3839286,1,0
5/19/20,202021,IL,17,344.3839286,1,0
5/20/20,202021,IL,17,344.3839286,2,1
5/21/20,202021,IL,17,344.3839286,2,0
5/22/20,202021,IL,17,344.3839286,2,0
5/23/20,202021,IL,17,344.3839286,2,0
5/24/20,202022,IL,17,304.3794643,2,0
5/25/20,202022,IL,17,304.3794643,2,0
5/26/20,202022,IL,17,304.3794643,2,0
5/27/20,202022,IL,17,304.3794643,2,0
5/28/20,202022,IL,17,304.3794643,2,0
5/29/20,202022,IL,17,304.3794643,2,0
5/30/20,202022,IL,17,304.3794643,2,0
5/31/20,202023,IL,17,233.8102679,2,0
6/1/20,202023,IL,17,233.8102679,2,0
6/2/20,202023,IL,17,233.8102679,2,0
6/3/20,202023,IL,17,233.8102679,2,0
6/4/20,202023,IL,17,233.8102679,2,0
6/5/20,202023,IL,17,233.8102679,2,0
6/6/20,202023,IL,17,233.8102679,2,0
6/7/20,202024,IL,17,185.5234375,2,0
6/8/20,202024,IL,17,185.5234375,2,0
6/9/20,202024,IL,17,185.5234375,2,0
6/10/20,202024,IL,17,185.5234375,2,0
6/11/20,202024,IL,17,185.5234375,2,0
6/12/20,202024,IL,17,185.5234375,2,0
6/13/20,202024,IL,17,185.5234375,2,0
6/14/20,202025,IL,17,149.5239955,2,0
6/15/20,202025,IL,17,149.5239955,2,0
6/16/20,202025,IL,17,149.5239955,2,0
6/17/20,202025,IL,17,149.5239955,2,0
6/18/20,202025,IL,17,149.5239955,2,0
6/19/20,202025,IL,17,149.5239955,2,0
6/20/20,202025,IL,17,149.5239955,2,0
6/21/20,202026,IL,17,141.8094308,2,0
6/22/20,202026,IL,17,141.8094308,2,0
6/23/20,202026,IL,17,141.8094308,2,0
6/24/20,202026,IL,17,141.8094308,2,0
6/25/20,202026,IL,17,141.8094308,2,0
6/26/20,202026,IL,17,141.8094308,2,0
6/27/20,202026,IL,17,141.8094308,2,0
6/28/20,202027,IL,17,121.3809989,2,0
6/29/20,202027,IL,17,121.3809989,2,0
6/30/20,202027,IL,17,121.3809989,2,0
7/1/20,202027,IL,17,121.3809989,2,0
7/2/20,202027,IL,17,121.3809989,2,0
7/3/20,202027,IL,17,121.3809989,2,0
7/4/20,202027,IL,17,121.3809989,2,0
7/5/20,202028,IL,17,139.0237863,2,0
7/6/20,202028,IL,17,139.0237863,2,0
7/7/20,202028,IL,17,139.0237863,2,0
7/8/20,202028,IL,17,139.0237863,2,0
7/9/20,202028,IL,17,139.0237863,2,0
7/10/20,202028,IL,17,139.0237863,2,0
7/11/20,202028,IL,17,139.0237863,2,0
7/12/20,202029,IL,17,124.7738211,2,0
7/13/20,202029,IL,17,124.7738211,2,0
7/14/20,202029,IL,17,124.7738211,2,0
7/15/20,202029,IL,17,124.7738211,2,0
7/16/20,202029,IL,17,124.7738211,2,0
7/17/20,202029,IL,17,124.7738211,3,1
7/18/20,202029,IL,17,124.7738211,3,0
7/19/20,202030,IL,17,143.0416609,3,0
7/20/20,202030,IL,17,143.0416609,3,0
7/21/20,202030,IL,17,143.0416609,3,0
7/22/20,202030,IL,17,143.0416609,3,0
7/23/20,202030,IL,17,143.0416609,3,0
7/24/20,202030,IL,17,143.0416609,3,0
7/25/20,202030,IL,17,143.0416609,3,0
7/26/20,202031,IL,17,120.907741,3,0
7/27/20,202031,IL,17,120.907741,3,0
7/28/20,202031,IL,17,120.907741,3,0
7/29/20,202031,IL,17,120.907741,3,0
7/30/20,202031,IL,17,120.907741,3,0
7/31/20,202031,IL,17,120.907741,3,0
8/1/20,202031,IL,17,120.907741,3,0
8/2/20,202032,IL,17,159.2604152,3,0
8/3/20,202032,IL,17,159.2604152,3,0
8/4/20,202032,IL,17,159.2604152,3,0
8/5/20,202032,IL,17,159.2604152,3,0
8/6/20,202032,IL,17,159.2604152,3,0
8/7/20,202032,IL,17,159.2604152,3,0
8/8/20,202032,IL,17,159.2604152,3,0
8/9/20,202033,IL,17,140.0840781,3,0
8/10/20,202033,IL,17,140.0840781,3,0
8/11/20,202033,IL,17,140.0840781,3,0
8/12/20,202033,IL,17,140.0840781,3,0
8/13/20,202033,IL,17,140.0840781,3,0
8/14/20,202033,IL,17,140.0840781,3,0
8/15/20,202033,IL,17,140.0840781,3,0
8/16/20,202034,IL,17,142.5293895,3,0
8/17/20,202034,IL,17,142.5293895,3,0
8/18/20,202034,IL,17,142.5293895,3,0
8/19/20,202034,IL,17,142.5293895,3,0
8/20/20,202034,IL,17,142.5293895,3,0
8/21/20,202034,IL,17,142.5293895,3,0
8/22/20,202034,IL,17,142.5293895,3,0
8/23/20,202035,IL,17,152.0210195,3,0
8/24/20,202035,IL,17,152.0210195,3,0
8/25/20,202035,IL,17,152.0210195,3,0
8/26/20,202035,IL,17,152.0210195,3,0
8/27/20,202035,IL,17,152.0210195,3,0
8/28/20,202035,IL,17,152.0210195,3,0
8/29/20,202035,IL,17,152.0210195,3,0
8/30/20,202036,IL,17,145.4180617,3,0
8/31/20,202036,IL,17,145.4180617,3,0
9/1/20,202036,IL,17,145.4180617,3,0
9/2/20,202036,IL,17,145.4180617,3,0
9/3/20,202036,IL,17,145.4180617,3,0
9/4/20,202036,IL,17,145.4180617,3,0
9/5/20,202036,IL,17,145.4180617,3,0
9/6/20,202037,IL,17,142.8623977,3,0
9/7/20,202037,IL,17,142.8623977,3,0
9/8/20,202037,IL,17,142.8623977,3,0
9/9/20,202037,IL,17,142.8623977,3,0
9/10/20,202037,IL,17,142.8623977,4,1
9/11/20,202037,IL,17,142.8623977,4,0
9/12/20,202037,IL,17,142.8623977,4,0
9/13/20,202038,IL,17,138.425944,4,0
9/14/20,202038,IL,17,138.425944,4,0
9/15/20,202038,IL,17,138.425944,4,0
9/16/20,202038,IL,17,138.425944,4,0
9/17/20,202038,IL,17,138.425944,5,1
9/18/20,202038,IL,17,138.425944,5,0
9/19/20,202038,IL,17,138.425944,5,0
9/20/20,202039,IL,17,158.9298851,6,1
9/21/20,202039,IL,17,158.9298851,6,0
9/22/20,202039,IL,17,158.9298851,6,0
9/23/20,202039,IL,17,158.9298851,6,0
9/24/20,202039,IL,17,158.9298851,6,0
9/25/20,202039,IL,17,158.9298851,6,0
9/26/20,202039,IL,17,158.9298851,6,0
9/27/20,202040,IL,17,139.8207717,6,0
9/28/20,202040,IL,17,139.8207717,6,0
9/29/20,202040,IL,17,139.8207717,6,0
9/30/20,202040,IL,17,139.8207717,7,1
10/1/20,202040,IL,17,139.8207717,7,0
10/2/20,202040,IL,17,139.8207717,9,2
10/3/20,202040,IL,17,139.8207717,9,0
10/4/20,202041,IL,17,188.2324713,9,0
10/5/20,202041,IL,17,188.2324713,9,0
10/6/20,202041,IL,17,188.2324713,9,0
10/7/20,202041,IL,17,188.2324713,9,0
10/8/20,202041,IL,17,188.2324713,9,0
10/9/20,202041,IL,17,188.2324713,9,0
10/10/20,202041,IL,17,188.2324713,9,0
10/11/20,202042,IL,17,202.0266215,9,0
10/12/20,202042,IL,17,202.0266215,9,0
10/13/20,202042,IL,17,202.0266215,9,0
10/14/20,202042,IL,17,202.0266215,10,1
10/15/20,202042,IL,17,202.0266215,10,0
10/16/20,202042,IL,17,202.0266215,10,0
10/17/20,202042,IL,17,202.0266215,10,0
10/18/20,202043,IL,17,272.700975,10,0
10/19/20,202043,IL,17,272.700975,11,1
10/20/20,202043,IL,17,272.700975,11,0
10/21/20,202043,IL,17,272.700975,14,3
10/22/20,202043,IL,17,272.700975,14,0
10/23/20,202043,IL,17,272.700975,14,0
10/24/20,202043,IL,17,272.700975,14,0
10/25/20,202044,IL,17,324.7923697,14,0
10/26/20,202044,IL,17,324.7923697,14,0
10/27/20,202044,IL,17,324.7923697,15,1
10/28/20,202044,IL,17,324.7923697,15,0
10/29/20,202044,IL,17,324.7923697,15,0
10/30/20,202044,IL,17,324.7923697,15,0
10/31/20,202044,IL,17,324.7923697,15,0
11/1/20,202045,IL,17,444.7466723,17,2
11/2/20,202045,IL,17,444.7466723,17,0
11/3/20,202045,IL,17,444.7466723,17,0
11/4/20,202045,IL,17,444.7466723,17,0
11/5/20,202045,IL,17,444.7466723,17,0
11/6/20,202045,IL,17,444.7466723,18,1
11/7/20,202045,IL,17,444.7466723,18,0
11/8/20,202046,IL,17,551.1980924,18,0
11/9/20,202046,IL,17,551.1980924,18,0
11/10/20,202046,IL,17,551.1980924,19,1
11/11/20,202046,IL,17,551.1980924,20,1
11/12/20,202046,IL,17,551.1980924,21,1
11/13/20,202046,IL,17,551.1980924,21,0
11/14/20,202046,IL,17,551.1980924,23,2
1/1/20,202001,IN,18,0,0,0
1/2/20,202001,IN,18,0,0,0
1/3/20,202001,IN,18,0,0,0
1/4/20,202001,IN,18,0,0,0
1/5/20,202002,IN,18,0,0,0
1/6/20,202002,IN,18,0,0,0
1/7/20,202002,IN,18,0,0,0
1/8/20,202002,IN,18,0,0,0
1/9/20,202002,IN,18,0,0,0
1/10/20,202002,IN,18,0,0,0
1/11/20,202002,IN,18,0,0,0
1/12/20,202003,IN,18,0,0,0
1/13/20,202003,IN,18,0,0,0
1/14/20,202003,IN,18,0,0,0
1/15/20,202003,IN,18,0,0,0
1/16/20,202003,IN,18,0,0,0
1/17/20,202003,IN,18,0,0,0
1/18/20,202003,IN,18,0,0,0
1/19/20,202004,IN,18,0,0,0
1/20/20,202004,IN,18,0,0,0
1/21/20,202004,IN,18,0,0,0
1/22/20,202004,IN,18,0,0,0
1/23/20,202004,IN,18,0,0,0
1/24/20,202004,IN,18,0,0,0
1/25/20,202004,IN,18,0,0,0
1/26/20,202005,IN,18,0,0,0
1/27/20,202005,IN,18,0,0,0
1/28/20,202005,IN,18,0,0,0
1/29/20,202005,IN,18,0,0,0
1/30/20,202005,IN,18,0,0,0
1/31/20,202005,IN,18,0,0,0
2/1/20,202005,IN,18,0,0,0
2/2/20,202006,IN,18,0,0,0
2/3/20,202006,IN,18,0,0,0
2/4/20,202006,IN,18,0,0,0
2/5/20,202006,IN,18,0,0,0
2/6/20,202006,IN,18,0,0,0
2/7/20,202006,IN,18,0,0,0
2/8/20,202006,IN,18,0,0,0
2/9/20,202007,IN,18,0,0,0
2/10/20,202007,IN,18,0,0,0
2/11/20,202007,IN,18,0,0,0
2/12/20,202007,IN,18,0,0,0
2/13/20,202007,IN,18,0,0,0
2/14/20,202007,IN,18,0,0,0
2/15/20,202007,IN,18,0,0,0
2/16/20,202008,IN,18,0,0,0
2/17/20,202008,IN,18,0,0,0
2/18/20,202008,IN,18,0,0,0
2/19/20,202008,IN,18,0,0,0
2/20/20,202008,IN,18,0,0,0
2/21/20,202008,IN,18,0,0,0
2/22/20,202008,IN,18,0,0,0
2/23/20,202009,IN,18,0,0,0
2/24/20,202009,IN,18,0,0,0
2/25/20,202009,IN,18,0,0,0
2/26/20,202009,IN,18,0,0,0
2/27/20,202009,IN,18,0,0,0
2/28/20,202009,IN,18,0,0,0
2/29/20,202009,IN,18,0,0,0
3/1/20,202010,IN,18,0,0,0
3/2/20,202010,IN,18,0,0,0
3/3/20,202010,IN,18,0,0,0
3/4/20,202010,IN,18,0,0,0
3/5/20,202010,IN,18,0,0,0
3/6/20,202010,IN,18,0,0,0
3/7/20,202010,IN,18,0,0,0
3/8/20,202011,IN,18,0,0,0
3/9/20,202011,IN,18,0,0,0
3/10/20,202011,IN,18,0,0,0
3/11/20,202011,IN,18,0,0,0
3/12/20,202011,IN,18,0,0,0
3/13/20,202011,IN,18,0,0,0
3/14/20,202011,IN,18,0,0,0
3/15/20,202012,IN,18,0,0,0
3/16/20,202012,IN,18,0,0,0
3/17/20,202012,IN,18,0,0,0
3/18/20,202012,IN,18,0,0,0
3/19/20,202012,IN,18,0,0,0
3/20/20,202012,IN,18,0,0,0
3/21/20,202012,IN,18,1,0,0
3/22/20,202013,IN,18,0,0,0
3/23/20,202013,IN,18,0,0,0
3/24/20,202013,IN,18,0,0,0
3/25/20,202013,IN,18,0,0,0
3/26/20,202013,IN,18,0,0,0
3/27/20,202013,IN,18,0,0,0
3/28/20,202013,IN,18,0,0,0
3/29/20,202014,IN,18,0,0,0
3/30/20,202014,IN,18,0,0,0
3/31/20,202014,IN,18,0,0,0
4/1/20,202014,IN,18,0,0,0
4/2/20,202014,IN,18,0,0,0
4/3/20,202014,IN,18,0,0,0
4/4/20,202014,IN,18,0,0,0
4/5/20,202015,IN,18,0,1,1
4/6/20,202015,IN,18,0,1,0
4/7/20,202015,IN,18,0,1,0
4/8/20,202015,IN,18,0,1,0
4/9/20,202015,IN,18,0,1,0
4/10/20,202015,IN,18,0,1,0
4/11/20,202015,IN,18,0,1,0
4/12/20,202016,IN,18,0,1,0
4/13/20,202016,IN,18,0,1,0
4/14/20,202016,IN,18,0,1,0
4/15/20,202016,IN,18,0,1,0
4/16/20,202016,IN,18,0,1,0
4/17/20,202016,IN,18,0,1,0
4/18/20,202016,IN,18,0,1,0
4/19/20,202017,IN,18,0,1,0
4/20/20,202017,IN,18,0,1,0
4/21/20,202017,IN,18,0,1,0
4/22/20,202017,IN,18,0,1,0
4/23/20,202017,IN,18,0,1,0
4/24/20,202017,IN,18,0,1,0
4/25/20,202017,IN,18,0,1,0
4/26/20,202018,IN,18,0,1,0
4/27/20,202018,IN,18,0,1,0
4/28/20,202018,IN,18,0,1,0
4/29/20,202018,IN,18,0,1,0
4/30/20,202018,IN,18,0,1,0
5/1/20,202018,IN,18,0,1,0
5/2/20,202018,IN,18,0,1,0
5/3/20,202019,IN,18,0,1,0
5/4/20,202019,IN,18,0,1,0
5/5/20,202019,IN,18,0,1,0
5/6/20,202019,IN,18,0,1,0
5/7/20,202019,IN,18,0,1,0
5/8/20,202019,IN,18,4389,1,0
5/9/20,202019,IN,18,0,1,0
5/10/20,202020,IN,18,0,1,0
5/11/20,202020,IN,18,0,1,0
5/12/20,202020,IN,18,0,1,0
5/13/20,202020,IN,18,0,1,0
5/14/20,202020,IN,18,0,1,0
5/15/20,202020,IN,18,0,2,1
5/16/20,202020,IN,18,0,2,0
5/17/20,202021,IN,18,0,2,0
5/18/20,202021,IN,18,0,2,0
5/19/20,202021,IN,18,0,2,0
5/20/20,202021,IN,18,0,2,0
5/21/20,202021,IN,18,0,2,0
5/22/20,202021,IN,18,896,2,0
5/23/20,202021,IN,18,0,2,0
5/24/20,202022,IN,18,0,2,0
5/25/20,202022,IN,18,0,2,0
5/26/20,202022,IN,18,0,2,0
5/27/20,202022,IN,18,0,2,0
5/28/20,202022,IN,18,0,3,1
5/29/20,202022,IN,18,0,3,0
5/30/20,202022,IN,18,0,3,0
5/31/20,202023,IN,18,0,3,0
6/1/20,202023,IN,18,575,3,0
6/2/20,202023,IN,18,42,3,0
6/3/20,202023,IN,18,50,3,0
6/4/20,202023,IN,18,47,3,0
6/5/20,202023,IN,18,54,3,0
6/6/20,202023,IN,18,38,3,0
6/7/20,202024,IN,18,45,3,0
6/8/20,202024,IN,18,43,3,0
6/9/20,202024,IN,18,46,3,0
6/10/20,202024,IN,18,36,3,0
6/11/20,202024,IN,18,53,3,0
6/12/20,202024,IN,18,35,3,0
6/13/20,202024,IN,18,0,3,0
6/14/20,202025,IN,18,70,3,0
6/15/20,202025,IN,18,32,3,0
6/16/20,202025,IN,18,30,3,0
6/17/20,202025,IN,18,45,3,0
6/18/20,202025,IN,18,63,3,0
6/19/20,202025,IN,18,142,4,1
6/20/20,202025,IN,18,24,4,0
6/21/20,202026,IN,18,33,4,0
6/22/20,202026,IN,18,31,4,0
6/23/20,202026,IN,18,34,4,0
6/24/20,202026,IN,18,30,4,0
6/25/20,202026,IN,18,29,4,0
6/26/20,202026,IN,18,32,4,0
6/27/20,202026,IN,18,38,4,0
6/28/20,202027,IN,18,21,4,0
6/29/20,202027,IN,18,21,4,0
6/30/20,202027,IN,18,41,4,0
7/1/20,202027,IN,18,30,4,0
7/2/20,202027,IN,18,44,4,0
7/3/20,202027,IN,18,36,4,0
7/4/20,202027,IN,18,41,5,1
7/5/20,202028,IN,18,38,5,0
7/6/20,202028,IN,18,31,5,0
7/7/20,202028,IN,18,48,5,0
7/8/20,202028,IN,18,32,5,0
7/9/20,202028,IN,18,21,5,0
7/10/20,202028,IN,18,72,5,0
7/11/20,202028,IN,18,0,6,1
7/12/20,202029,IN,18,69,6,0
7/13/20,202029,IN,18,47,6,0
7/14/20,202029,IN,18,59,6,0
7/15/20,202029,IN,18,53,6,0
7/16/20,202029,IN,18,61,6,0
7/17/20,202029,IN,18,67,6,0
7/18/20,202029,IN,18,47,6,0
7/19/20,202030,IN,18,34,6,0
7/20/20,202030,IN,18,46,6,0
7/21/20,202030,IN,18,0,6,0
7/22/20,202030,IN,18,79,6,0
7/23/20,202030,IN,18,46,6,0
7/24/20,202030,IN,18,62,6,0
7/25/20,202030,IN,18,52,6,0
7/26/20,202031,IN,18,221,6,0
7/27/20,202031,IN,18,43,6,0
7/28/20,202031,IN,18,61,6,0
7/29/20,202031,IN,18,82,6,0
7/30/20,202031,IN,18,80,6,0
7/31/20,202031,IN,18,60,6,0
8/1/20,202031,IN,18,54,6,0
8/2/20,202032,IN,18,67,6,0
8/3/20,202032,IN,18,156,6,0
8/4/20,202032,IN,18,144,6,0
8/5/20,202032,IN,18,0,6,0
8/6/20,202032,IN,18,119,6,0
8/7/20,202032,IN,18,87,6,0
8/8/20,202032,IN,18,0,6,0
8/9/20,202033,IN,18,0,6,0
8/10/20,202033,IN,18,0,6,0
8/11/20,202033,IN,18,245,6,0
8/12/20,202033,IN,18,79,6,0
8/13/20,202033,IN,18,0,6,0
8/14/20,202033,IN,18,123,6,0
8/15/20,202033,IN,18,71,6,0
8/16/20,202034,IN,18,63,6,0
8/17/20,202034,IN,18,38,6,0
8/18/20,202034,IN,18,64,6,0
8/19/20,202034,IN,18,53,6,0
8/20/20,202034,IN,18,55,6,0
8/21/20,202034,IN,18,0,6,0
8/22/20,202034,IN,18,87,6,0
8/23/20,202035,IN,18,62,6,0
8/24/20,202035,IN,18,62,6,0
8/25/20,202035,IN,18,74,6,0
8/26/20,202035,IN,18,188,6,0
8/27/20,202035,IN,18,142,6,0
8/28/20,202035,IN,18,71,6,0
8/29/20,202035,IN,18,21,6,0
8/30/20,202036,IN,18,4,6,0
8/31/20,202036,IN,18,200,6,0
9/1/20,202036,IN,18,51,6,0
9/2/20,202036,IN,18,49,6,0
9/3/20,202036,IN,18,53,6,0
9/4/20,202036,IN,18,69,6,0
9/5/20,202036,IN,18,53,6,0
9/6/20,202037,IN,18,47,6,0
9/7/20,202037,IN,18,45,6,0
9/8/20,202037,IN,18,57,6,0
9/9/20,202037,IN,18,61,6,0
9/10/20,202037,IN,18,63,6,0
9/11/20,202037,IN,18,60,6,0
9/12/20,202037,IN,18,59,6,0
9/13/20,202038,IN,18,39,6,0
9/14/20,202038,IN,18,47,6,0
9/15/20,202038,IN,18,62,6,0
9/16/20,202038,IN,18,60,6,0
9/17/20,202038,IN,18,64,6,0
9/18/20,202038,IN,18,53,6,0
9/19/20,202038,IN,18,56,6,0
9/20/20,202039,IN,18,52,6,0
9/21/20,202039,IN,18,41,6,0
9/22/20,202039,IN,18,81,6,0
9/23/20,202039,IN,18,47,6,0
9/24/20,202039,IN,18,76,7,1
9/25/20,202039,IN,18,75,7,0
9/26/20,202039,IN,18,58,6,1
9/27/20,202040,IN,18,75,6,0
9/28/20,202040,IN,18,58,6,0
9/29/20,202040,IN,18,104,6,0
9/30/20,202040,IN,18,56,6,0
10/1/20,202040,IN,18,97,6,0
10/2/20,202040,IN,18,72,6,0
10/3/20,202040,IN,18,85,6,0
10/4/20,202041,IN,18,80,7,1
10/5/20,202041,IN,18,91,7,0
10/6/20,202041,IN,18,85,7,0
10/7/20,202041,IN,18,106,7,0
10/8/20,202041,IN,18,107,7,0
10/9/20,202041,IN,18,111,6,1
10/10/20,202041,IN,18,108,6,0
10/11/20,202042,IN,18,104,6,0
10/12/20,202042,IN,18,124,6,0
10/13/20,202042,IN,18,131,6,0
10/14/20,202042,IN,18,113,6,0
10/15/20,202042,IN,18,125,6,0
10/16/20,202042,IN,18,120,6,0
10/17/20,202042,IN,18,131,6,0
10/18/20,202043,IN,18,111,6,0
10/19/20,202043,IN,18,111,6,0
10/20/20,202043,IN,18,157,6,0
10/21/20,202043,IN,18,180,6,0
10/22/20,202043,IN,18,141,6,0
10/23/20,202043,IN,18,194,6,0
10/24/20,202043,IN,18,129,6,0
10/25/20,202044,IN,18,140,6,0
10/26/20,202044,IN,18,138,6,0
10/27/20,202044,IN,18,159,6,0
10/28/20,202044,IN,18,209,6,0
10/29/20,202044,IN,18,196,6,0
10/30/20,202044,IN,18,216,6,0
10/31/20,202044,IN,18,162,6,0
11/1/20,202045,IN,18,176,6,0
11/2/20,202045,IN,18,132,6,0
11/3/20,202045,IN,18,229,6,0
11/4/20,202045,IN,18,229,6,0
11/5/20,202045,IN,18,185,6,0
11/6/20,202045,IN,18,207,6,0
11/7/20,202045,IN,18,268,6,0
11/8/20,202046,IN,18,232,6,0
11/9/20,202046,IN,18,233,6,0
11/10/20,202046,IN,18,285,6,0
11/11/20,202046,IN,18,261,6,0
11/12/20,202046,IN,18,289,6,0
11/13/20,202046,IN,18,515,7,1
11/14/20,202046,IN,18,295,7,0
1/1/20,202001,IA,19,0,0,0
1/2/20,202001,IA,19,0,0,0
1/3/20,202001,IA,19,0,0,0
1/4/20,202001,IA,19,0,0,0
1/5/20,202002,IA,19,0,0,0
1/6/20,202002,IA,19,0,0,0
1/7/20,202002,IA,19,0,0,0
1/8/20,202002,IA,19,0,0,0
1/9/20,202002,IA,19,0,0,0
1/10/20,202002,IA,19,0,0,0
1/11/20,202002,IA,19,0,0,0
1/12/20,202003,IA,19,0,0,0
1/13/20,202003,IA,19,0,0,0
1/14/20,202003,IA,19,0,0,0
1/15/20,202003,IA,19,0,0,0
1/16/20,202003,IA,19,0,0,0
1/17/20,202003,IA,19,0,0,0
1/18/20,202003,IA,19,0,0,0
1/19/20,202004,IA,19,0,0,0
1/20/20,202004,IA,19,0,0,0
1/21/20,202004,IA,19,0,0,0
1/22/20,202004,IA,19,0,0,0
1/23/20,202004,IA,19,0,0,0
1/24/20,202004,IA,19,0,0,0
1/25/20,202004,IA,19,0,0,0
1/26/20,202005,IA,19,0,0,0
1/27/20,202005,IA,19,0,0,0
1/28/20,202005,IA,19,0,0,0
1/29/20,202005,IA,19,0,0,0
1/30/20,202005,IA,19,0,0,0
1/31/20,202005,IA,19,0,0,0
2/1/20,202005,IA,19,0,0,0
2/2/20,202006,IA,19,0,0,0
2/3/20,202006,IA,19,0,0,0
